category,quantity,consumption_rate,days_to_expiry,price_per_unit,stock_level,risk_label
Vegetables,180,12.04,12,360.88,180,Safe
Seafood,14,23.59,9,61.54,14,Safe
Bakery,90,19.73,18,67.47,90,Safe
Seafood,157,3.4,11,486.64,157,High Risk
Bakery,117,16.03,27,439.24,117,Safe
Dairy,110,6.63,1,348.32,110,High Risk
Seafood,114,22.38,24,237.15,114,Safe
Bakery,16,5.59,26,389.95,16,Safe
Seafood,79,15.1,13,461.61,79,Safe
Dairy,24,2.37,22,391.42,24,Safe
Seafood,171,4.57,9,176.0,171,High Risk
Bakery,44,7.99,9,69.11,44,Safe
Bakery,5,3.96,30,113.91,5,Safe
Vegetables,189,8.22,23,105.07,189,Safe
Bakery,150,7.88,13,233.12,150,Moderate Risk
Bakery,106,19.38,26,176.78,106,Safe
Bakery,200,21.65,2,394.06,200,High Risk
Meat,143,20.17,11,422.63,143,Safe
Seafood,133,6.82,18,382.84,133,Moderate Risk
Vegetables,156,12.16,17,482.5,156,Safe
Bakery,190,8.35,25,33.58,190,Safe
Fruits,108,9.47,2,139.16,108,High Risk
Meat,29,1.82,25,401.92,29,Safe
Bakery,106,22.87,25,169.79,106,Safe
Seafood,50,3.41,9,365.63,50,Safe
Vegetables,145,14.83,22,159.53,145,Safe
Seafood,25,3.72,17,139.44,25,Safe
Meat,76,5.95,29,343.22,76,Safe
Dairy,153,23.99,8,456.67,153,Safe
Seafood,79,13.07,22,41.36,79,Safe
Seafood,176,12.89,5,473.28,176,Moderate Risk
Meat,88,13.02,7,499.57,88,Safe
Dairy,105,20.65,18,427.89,105,Safe
Dairy,194,18.83,9,349.29,194,Safe
Dairy,169,4.58,24,226.71,169,High Risk
Fruits,117,23.86,18,403.19,117,Safe
Meat,43,5.93,5,348.13,43,Moderate Risk
Meat,191,21.25,10,145.2,191,Safe
Fruits,16,22.06,27,312.41,16,Safe
Fruits,37,13.53,28,362.28,37,Safe
Fruits,85,17.67,13,487.53,85,Safe
Seafood,101,8.79,29,300.48,101,Safe
Seafood,106,17.61,8,248.67,106,Safe
Fruits,81,20.74,7,68.5,81,Safe
Fruits,169,6.16,18,39.66,169,Moderate Risk
Vegetables,22,14.99,19,185.2,22,Safe
Seafood,22,7.03,24,411.39,22,Safe
Vegetables,153,8.89,17,464.72,153,Safe
Bakery,59,18.19,27,84.98,59,Safe
Seafood,99,23.5,28,470.08,99,Safe
Fruits,144,22.44,8,243.15,144,Safe
Fruits,5,8.26,11,201.34,5,Safe
Fruits,159,3.24,12,427.24,159,High Risk
Vegetables,141,12.79,11,414.25,141,Safe
Meat,92,19.23,17,255.69,92,Safe
Fruits,102,13.84,14,400.71,102,Safe
Seafood,50,19.21,26,418.53,50,Safe
Dairy,21,17.75,18,45.35,21,Safe
Meat,94,9.98,24,438.96,94,Safe
Bakery,44,22.95,1,132.82,44,High Risk
Bakery,143,5.75,26,444.0,143,Moderate Risk
Vegetables,154,16.86,7,266.42,154,Safe
Meat,158,1.66,12,447.37,158,High Risk
Vegetables,191,20.08,16,60.88,191,Safe
Vegetables,71,16.05,15,94.94,71,Safe
Bakery,41,15.53,2,243.22,41,High Risk
Vegetables,82,21.56,9,260.37,82,Safe
Vegetables,176,24.07,2,87.16,176,High Risk
Bakery,163,17.21,30,53.9,163,Safe
Dairy,58,7.46,3,248.8,58,Moderate Risk
Seafood,87,13.89,10,246.18,87,Safe
Seafood,12,3.42,23,193.68,12,Safe
Vegetables,190,17.34,4,214.77,190,Moderate Risk
Fruits,51,6.08,18,352.99,51,Safe
Bakery,182,23.71,22,234.02,182,Safe
Bakery,56,24.03,22,353.0,56,Safe
Dairy,182,5.45,28,275.06,182,Moderate Risk
Meat,128,2.59,4,204.68,128,High Risk
Fruits,107,6.66,30,485.14,107,Moderate Risk
Fruits,93,4.78,15,157.9,93,Moderate Risk
Vegetables,29,16.36,23,215.52,29,Safe
Dairy,48,21.51,2,438.35,48,High Risk
Bakery,76,17.62,9,324.23,76,Safe
Meat,166,4.42,28,432.14,166,High Risk
Seafood,5,8.79,23,43.27,5,Safe
Vegetables,9,23.8,6,350.27,9,Moderate Risk
Seafood,78,6.03,19,258.34,78,Safe
Dairy,167,23.84,6,429.29,167,Moderate Risk
Fruits,69,19.44,12,30.23,69,Safe
Meat,42,12.54,22,223.1,42,Safe
Vegetables,155,13.87,18,377.45,155,Safe
Vegetables,110,19.92,11,14.72,110,Safe
Bakery,147,16.36,30,191.92,147,Safe
Seafood,177,16.63,22,264.57,177,Safe
Dairy,143,17.83,26,457.24,143,Safe
Fruits,125,23.79,29,135.58,125,Safe
Fruits,74,19.8,24,322.21,74,Safe
Dairy,72,6.33,16,216.25,72,Safe
Vegetables,182,14.51,4,488.2,182,Moderate Risk
Bakery,166,24.29,9,141.07,166,Safe
Bakery,31,6.66,30,213.37,31,Safe
Fruits,198,3.3,14,214.92,198,High Risk
Seafood,75,10.56,7,414.98,75,Safe
Seafood,119,6.28,24,176.44,119,Moderate Risk
Bakery,192,8.58,23,18.35,192,Safe
Bakery,5,21.68,6,342.26,5,Moderate Risk
Vegetables,146,14.59,29,238.42,146,Safe
Dairy,121,9.34,3,412.17,121,Moderate Risk
Seafood,42,24.87,4,234.12,42,Moderate Risk
Fruits,19,13.66,27,499.78,19,Safe
Seafood,44,13.36,9,442.41,44,Safe
Bakery,48,9.4,4,472.08,48,Moderate Risk
Dairy,101,1.16,3,220.86,101,Moderate Risk
Meat,96,9.31,25,439.34,96,Safe
Dairy,167,21.59,21,363.02,167,Safe
Fruits,23,24.83,5,381.51,23,Moderate Risk
Dairy,164,24.32,8,161.89,164,Safe
Meat,20,1.33,2,156.48,20,High Risk
Seafood,26,2.69,2,357.87,26,High Risk
Seafood,110,12.91,15,429.36,110,Safe
Meat,132,13.11,14,304.85,132,Safe
Vegetables,10,7.21,26,402.23,10,Safe
Bakery,47,3.39,5,404.24,47,Moderate Risk
Bakery,65,16.01,18,373.44,65,Safe
Meat,100,15.9,28,252.38,100,Safe
Fruits,168,18.78,26,450.12,168,Safe
Dairy,182,14.91,15,370.58,182,Safe
Bakery,73,3.81,20,144.19,73,Safe
Fruits,115,6.49,28,211.54,115,Moderate Risk
Seafood,109,19.17,11,297.68,109,Safe
Fruits,71,1.38,27,239.34,71,Safe
Vegetables,32,5.12,29,189.75,32,Safe
Meat,71,14.69,16,76.29,71,Safe
Meat,51,24.54,21,442.29,51,Safe
Dairy,30,2.32,13,224.99,30,Safe
Fruits,105,8.53,12,397.74,105,Safe
Seafood,133,18.79,2,383.73,133,High Risk
Bakery,83,19.14,10,50.98,83,Safe
Vegetables,125,13.53,24,405.77,125,Safe
Seafood,14,7.14,25,393.6,14,Safe
Vegetables,138,4.2,11,419.56,138,High Risk
Meat,101,14.55,9,378.17,101,Safe
Fruits,71,19.88,27,377.06,71,Safe
Fruits,34,10.92,12,367.68,34,Safe
Bakery,194,7.83,19,424.05,194,Moderate Risk
Fruits,13,2.66,6,28.37,13,Moderate Risk
Bakery,119,23.75,23,93.38,119,Safe
Meat,10,16.49,29,335.67,10,Safe
Dairy,37,15.11,26,186.36,37,Safe
Meat,111,11.12,12,477.24,111,Safe
Vegetables,195,5.44,8,480.92,195,Moderate Risk
Bakery,55,9.58,29,385.26,55,Safe
Vegetables,70,19.28,25,340.51,70,Safe
Dairy,129,15.17,5,178.08,129,Moderate Risk
Seafood,149,11.45,24,113.74,149,Safe
Bakery,88,8.67,5,146.38,88,Moderate Risk
Dairy,151,19.72,24,330.05,151,Safe
Dairy,126,12.25,3,310.72,126,Moderate Risk
Seafood,115,20.8,15,293.21,115,Safe
Dairy,27,20.61,20,324.93,27,Safe
Seafood,152,11.4,20,489.64,152,Safe
Bakery,152,4.64,13,460.71,152,High Risk
Seafood,19,21.08,15,42.62,19,Safe
Dairy,62,23.07,7,341.74,62,Safe
Seafood,172,6.75,20,136.98,172,Moderate Risk
Dairy,157,24.62,30,319.44,157,Safe
Bakery,22,8.93,2,198.05,22,High Risk
Seafood,67,11.2,15,484.18,67,Safe
Fruits,83,21.96,10,38.83,83,Safe
Dairy,76,8.71,8,433.92,76,Safe
Dairy,64,19.68,17,247.78,64,Safe
Meat,157,2.35,18,49.91,157,High Risk
Bakery,193,20.3,14,168.91,193,Safe
Bakery,133,20.08,18,251.66,133,Safe
Bakery,56,9.31,2,158.51,56,High Risk
Bakery,100,14.11,6,457.01,100,Moderate Risk
Meat,43,4.39,19,471.29,43,Safe
Dairy,25,3.38,19,383.82,25,Safe
Meat,129,17.22,6,57.19,129,Moderate Risk
Seafood,82,5.42,16,354.19,82,Moderate Risk
Meat,123,3.63,7,393.23,123,High Risk
Bakery,21,6.68,5,269.44,21,Moderate Risk
Vegetables,181,9.65,7,120.28,181,Safe
Dairy,192,17.75,5,209.93,192,Moderate Risk
Meat,103,12.59,23,149.61,103,Safe
Dairy,62,19.56,26,443.68,62,Safe
Bakery,153,11.26,6,106.69,153,Moderate Risk
Vegetables,186,14.35,16,203.4,186,Safe
Dairy,19,10.8,21,126.49,19,Safe
Vegetables,142,9.08,13,414.43,142,Safe
Meat,98,1.05,8,273.08,98,Moderate Risk
Dairy,54,22.79,12,133.31,54,Safe
Fruits,149,24.59,1,154.57,149,High Risk
Seafood,84,21.43,23,107.81,84,Safe
Vegetables,81,7.5,29,442.16,81,Moderate Risk
Meat,129,5.27,17,129.05,129,Moderate Risk
Seafood,35,13.79,14,496.51,35,Safe
Seafood,70,11.74,3,394.85,70,Moderate Risk
Bakery,115,16.89,5,432.09,115,Moderate Risk
Meat,146,21.59,16,11.24,146,Safe
Meat,34,5.63,9,118.85,34,Safe
Fruits,95,14.11,15,406.54,95,Safe
Bakery,173,17.71,22,128.41,173,Safe
Bakery,130,12.2,24,284.46,130,Safe
Meat,191,12.09,22,265.37,191,Safe
Bakery,39,4.41,26,483.03,39,Safe
Dairy,177,11.34,5,65.41,177,Moderate Risk
Seafood,170,24.02,1,64.61,170,High Risk
Dairy,148,8.71,1,437.19,148,High Risk
Vegetables,133,22.69,17,432.43,133,Safe
Seafood,122,15.87,19,474.2,122,Safe
Seafood,162,3.78,17,181.75,162,High Risk
Seafood,198,20.48,14,86.79,198,Safe
Meat,57,8.17,22,454.39,57,Safe
Vegetables,69,7.28,2,483.36,69,High Risk
Meat,192,6.42,6,491.35,192,Moderate Risk
Vegetables,200,13.5,18,302.15,200,Safe
Seafood,33,4.85,24,91.09,33,Safe
Seafood,9,15.03,19,157.21,9,Safe
Dairy,57,22.31,20,201.52,57,Safe
Dairy,56,24.89,26,117.49,56,Safe
Seafood,75,20.62,13,299.29,75,Safe
Bakery,131,10.33,10,344.62,131,Safe
Seafood,42,23.44,3,87.55,42,Moderate Risk
Vegetables,10,20.95,12,173.87,10,Safe
Fruits,183,3.77,19,450.69,183,High Risk
Dairy,151,13.73,7,125.86,151,Safe
Seafood,120,9.22,15,138.19,120,Safe
Bakery,115,7.5,26,349.37,115,Moderate Risk
Fruits,42,3.71,9,13.53,42,Safe
Seafood,151,6.05,12,169.42,151,Moderate Risk
Seafood,75,13.94,12,329.06,75,Safe
Fruits,73,11.96,3,337.28,73,Moderate Risk
Seafood,126,3.7,21,245.1,126,High Risk
Dairy,187,2.24,12,288.32,187,High Risk
Meat,66,14.36,12,29.96,66,Safe
Seafood,134,20.39,21,298.88,134,Safe
Fruits,45,19.1,28,166.14,45,Safe
Fruits,69,11.14,29,164.06,69,Safe
Bakery,85,16.63,16,223.95,85,Safe
Seafood,172,9.42,25,232.15,172,Safe
Seafood,84,19.95,28,465.41,84,Safe
Dairy,161,3.3,7,471.83,161,High Risk
Dairy,113,12.37,30,463.57,113,Safe
Meat,121,2.23,6,269.16,121,High Risk
Seafood,95,8.14,4,493.65,95,Moderate Risk
Vegetables,155,23.0,6,101.0,155,Moderate Risk
Seafood,50,16.77,15,72.08,50,Safe
Meat,22,6.19,1,203.26,22,High Risk
Meat,26,3.12,19,433.97,26,Safe
Fruits,51,19.24,26,357.12,51,Safe
Meat,168,14.26,8,484.61,168,Safe
Seafood,149,17.56,28,153.82,149,Safe
Bakery,37,18.07,1,198.33,37,High Risk
Meat,132,11.4,24,477.43,132,Safe
Fruits,36,8.38,6,69.95,36,Moderate Risk
Fruits,78,1.85,28,121.39,78,Safe
Seafood,107,6.04,8,117.91,107,Moderate Risk
Vegetables,57,15.52,15,231.86,57,Safe
Meat,12,3.25,16,378.69,12,Safe
Bakery,14,2.46,11,333.42,14,Safe
Bakery,198,16.17,12,47.63,198,Safe
Dairy,139,3.45,7,451.93,139,High Risk
Fruits,180,17.03,13,402.08,180,Safe
Fruits,123,11.08,23,310.79,123,Safe
Seafood,174,8.56,29,113.61,174,Safe
Fruits,8,6.42,15,333.53,8,Safe
Vegetables,128,2.36,6,135.48,128,High Risk
Vegetables,118,12.28,3,39.8,118,Moderate Risk
Vegetables,13,2.24,23,429.52,13,Safe
Bakery,119,11.05,6,395.15,119,Moderate Risk
Meat,10,23.22,28,224.57,10,Safe
Dairy,185,7.8,19,19.77,185,Moderate Risk
Fruits,165,20.87,24,243.83,165,Safe
Fruits,156,13.03,15,104.49,156,Safe
Bakery,125,9.7,14,374.29,125,Safe
Meat,128,1.19,27,160.79,128,High Risk
Meat,6,13.54,4,220.04,6,Moderate Risk
Dairy,137,10.73,25,225.0,137,Safe
Seafood,176,22.46,6,409.63,176,Moderate Risk
Bakery,86,9.97,2,335.65,86,High Risk
Bakery,179,11.83,26,172.61,179,Safe
Bakery,31,20.95,7,278.05,31,Safe
Meat,112,15.49,30,182.41,112,Safe
Vegetables,61,20.21,21,98.87,61,Safe
Seafood,188,9.89,22,445.96,188,Safe
Fruits,81,1.57,1,319.5,81,High Risk
Meat,169,22.51,3,157.13,169,Moderate Risk
Dairy,53,7.87,9,469.77,53,Safe
Bakery,116,17.5,1,117.3,116,High Risk
Bakery,96,4.7,19,458.86,96,Moderate Risk
Fruits,113,1.53,2,92.08,113,High Risk
Seafood,145,6.97,8,65.45,145,Moderate Risk
Dairy,195,15.59,15,439.28,195,Safe
Vegetables,62,17.19,7,146.81,62,Safe
Vegetables,182,13.6,14,157.63,182,Safe
Dairy,27,11.09,6,456.92,27,Moderate Risk
Dairy,5,21.72,20,313.9,5,Safe
Bakery,142,16.4,1,114.66,142,High Risk
Seafood,131,20.58,26,258.18,131,Safe
Vegetables,139,7.13,6,352.48,139,Moderate Risk
Dairy,187,3.02,24,123.48,187,High Risk
Dairy,5,10.42,25,168.57,5,Safe
Bakery,16,14.4,14,262.13,16,Safe
Fruits,165,9.58,2,304.57,165,High Risk
Vegetables,17,23.87,3,301.96,17,Moderate Risk
Vegetables,198,23.34,2,229.41,198,High Risk
Fruits,99,22.4,29,114.21,99,Safe
Fruits,173,13.26,18,284.32,173,Safe
Dairy,64,7.06,19,365.84,64,Safe
Bakery,29,18.32,12,240.78,29,Safe
Bakery,124,8.45,3,379.94,124,Moderate Risk
Seafood,11,23.98,8,208.89,11,Safe
Dairy,50,16.39,17,147.62,50,Safe
Fruits,76,23.26,13,474.66,76,Safe
Dairy,80,14.53,3,339.08,80,Moderate Risk
Bakery,192,8.67,25,234.09,192,Safe
Bakery,148,2.41,13,46.29,148,High Risk
Seafood,120,11.73,11,56.72,120,Safe
Vegetables,52,22.93,22,346.78,52,Safe
Fruits,166,14.24,12,378.55,166,Safe
Dairy,102,20.86,6,72.1,102,Moderate Risk
Dairy,140,11.35,7,171.1,140,Safe
Fruits,179,8.71,17,56.11,179,Safe
Vegetables,127,19.13,17,451.12,127,Safe
Meat,40,6.25,25,460.74,40,Safe
Meat,110,5.99,6,439.19,110,Moderate Risk
Meat,80,3.63,6,419.24,80,Moderate Risk
Meat,34,14.83,21,187.21,34,Safe
Fruits,87,9.83,4,234.66,87,Moderate Risk
Fruits,60,22.7,14,280.22,60,Safe
Vegetables,163,3.11,6,496.99,163,High Risk
Fruits,190,19.56,18,382.86,190,Safe
Bakery,193,24.18,3,347.86,193,Moderate Risk
Bakery,87,5.39,22,266.75,87,Moderate Risk
Seafood,157,23.1,15,52.62,157,Safe
Bakery,74,12.03,8,338.62,74,Safe
Dairy,50,23.09,14,443.05,50,Safe
Seafood,53,11.34,14,119.96,53,Safe
Vegetables,124,9.95,22,364.21,124,Safe
Vegetables,80,24.49,13,227.58,80,Safe
Bakery,195,2.83,16,439.25,195,High Risk
Fruits,37,13.01,13,490.53,37,Safe
Fruits,38,13.79,8,383.0,38,Safe
Seafood,192,5.73,4,135.15,192,Moderate Risk
Meat,182,15.23,12,329.8,182,Safe
Dairy,162,22.7,18,233.88,162,Safe
Vegetables,166,1.94,16,455.56,166,High Risk
Fruits,82,11.76,25,408.05,82,Safe
Fruits,161,24.69,5,241.03,161,Moderate Risk
Bakery,191,14.19,30,432.38,191,Safe
Dairy,85,8.22,8,45.98,85,Safe
Vegetables,144,16.36,30,261.36,144,Safe
Meat,194,11.77,18,281.29,194,Safe
Meat,147,4.08,24,155.92,147,High Risk
Vegetables,164,17.85,30,136.94,164,Safe
Bakery,60,20.29,2,224.08,60,High Risk
Bakery,12,15.83,14,141.71,12,Safe
Vegetables,169,4.85,4,416.6,169,High Risk
Seafood,120,13.06,8,460.9,120,Safe
Fruits,62,1.83,5,251.67,62,Moderate Risk
Bakery,105,18.71,12,373.88,105,Safe
Vegetables,119,11.31,4,191.42,119,Moderate Risk
Meat,108,11.36,19,151.68,108,Safe
Fruits,154,9.57,2,455.05,154,High Risk
Bakery,56,8.68,8,308.94,56,Safe
Dairy,42,24.22,26,61.39,42,Safe
Vegetables,45,8.07,6,67.0,45,Moderate Risk
Bakery,12,8.52,10,339.74,12,Safe
Vegetables,70,17.94,4,268.02,70,Moderate Risk
Vegetables,197,14.64,14,374.04,197,Safe
Fruits,59,24.39,25,78.6,59,Safe
Fruits,158,19.83,4,251.83,158,Moderate Risk
Dairy,169,9.77,6,248.54,169,Moderate Risk
Seafood,182,12.98,26,230.13,182,Safe
Fruits,135,23.21,5,95.34,135,Moderate Risk
Fruits,200,14.26,18,88.35,200,Safe
Bakery,43,23.68,16,17.24,43,Safe
Bakery,184,2.66,13,197.81,184,High Risk
Bakery,199,22.27,15,428.67,199,Safe
Vegetables,61,19.3,11,347.71,61,Safe
Meat,167,5.1,30,115.56,167,Moderate Risk
Vegetables,96,17.46,22,78.19,96,Safe
Bakery,191,23.33,26,445.54,191,Safe
Fruits,99,23.36,1,245.48,99,High Risk
Dairy,90,23.21,23,142.13,90,Safe
Dairy,189,8.98,21,139.7,189,Safe
Meat,59,14.34,23,410.52,59,Safe
Dairy,8,14.43,15,43.23,8,Safe
Dairy,102,12.33,7,134.2,102,Safe
Vegetables,31,18.75,19,454.82,31,Safe
Meat,172,20.47,21,485.35,172,Safe
Bakery,136,12.46,8,49.34,136,Safe
Meat,97,11.29,24,499.34,97,Safe
Meat,21,5.23,6,231.9,21,Moderate Risk
Seafood,138,11.18,17,489.86,138,Safe
Seafood,118,13.27,17,424.12,118,Safe
Bakery,78,8.76,25,365.64,78,Safe
Seafood,148,15.83,9,390.78,148,Safe
Dairy,143,12.83,27,493.03,143,Safe
Dairy,24,11.92,8,290.73,24,Safe
Meat,7,20.01,21,168.95,7,Safe
Vegetables,195,4.41,17,102.33,195,High Risk
Seafood,52,24.62,10,443.86,52,Safe
Dairy,108,13.22,13,291.13,108,Safe
Seafood,163,10.68,26,487.78,163,Safe
Vegetables,83,1.21,20,383.06,83,Moderate Risk
Fruits,183,16.16,6,162.19,183,Moderate Risk
Dairy,16,23.05,19,485.66,16,Safe
Meat,173,3.94,20,280.52,173,High Risk
Vegetables,200,18.56,24,98.12,200,Safe
Dairy,49,18.14,27,24.15,49,Safe
Meat,71,11.39,29,479.19,71,Safe
Meat,52,20.71,22,87.73,52,Safe
Dairy,200,17.98,16,198.77,200,Safe
Bakery,121,22.45,22,495.17,121,Safe
Meat,173,21.45,27,188.38,173,Safe
Dairy,46,22.09,3,278.51,46,Moderate Risk
Meat,54,9.59,12,404.65,54,Safe
Vegetables,43,24.71,13,272.7,43,Safe
Seafood,53,17.43,7,331.46,53,Safe
Fruits,157,14.12,2,184.85,157,High Risk
Dairy,184,23.7,13,337.7,184,Safe
Meat,80,9.57,3,271.88,80,Moderate Risk
Vegetables,177,15.11,27,364.91,177,Safe
Meat,12,7.54,30,25.99,12,Safe
Vegetables,47,21.98,8,225.96,47,Safe
Fruits,163,10.94,6,343.92,163,Moderate Risk
Fruits,46,18.31,7,177.6,46,Safe
Meat,50,6.1,20,328.21,50,Safe
Meat,94,10.17,6,65.3,94,Moderate Risk
Dairy,22,9.62,23,177.29,22,Safe
Vegetables,106,11.81,27,396.97,106,Safe
Vegetables,77,3.97,23,218.94,77,Safe
Seafood,55,13.68,5,256.89,55,Moderate Risk
Meat,172,14.23,11,327.24,172,Safe
Vegetables,32,16.94,17,57.09,32,Safe
Vegetables,200,3.51,12,115.95,200,High Risk
Seafood,107,7.99,6,116.12,107,Moderate Risk
Fruits,60,19.69,5,130.48,60,Moderate Risk
Dairy,181,16.31,3,305.54,181,Moderate Risk
Bakery,79,7.22,26,29.16,79,Safe
Vegetables,24,24.4,22,285.4,24,Safe
Vegetables,12,20.27,15,359.33,12,Safe
Fruits,128,15.78,24,330.81,128,Safe
Seafood,79,10.51,17,85.06,79,Safe
Dairy,92,1.91,9,99.59,92,Moderate Risk
Fruits,26,8.15,26,19.75,26,Safe
Fruits,137,5.9,3,246.44,137,Moderate Risk
Bakery,35,3.41,25,32.98,35,Safe
Bakery,100,13.42,3,389.24,100,Moderate Risk
Bakery,161,22.17,21,22.56,161,Safe
Vegetables,183,20.06,6,402.9,183,Moderate Risk
Seafood,60,3.98,26,421.48,60,Safe
Meat,184,21.55,30,49.02,184,Safe
Vegetables,64,4.13,9,262.01,64,Safe
Dairy,7,13.49,24,160.97,7,Safe
Vegetables,125,14.06,8,481.3,125,Safe
Fruits,112,4.03,17,143.07,112,Moderate Risk
Vegetables,65,15.62,18,132.7,65,Safe
Dairy,7,7.97,8,497.06,7,Safe
Dairy,7,18.29,10,126.86,7,Safe
Fruits,157,11.26,16,397.4,157,Safe
Vegetables,13,19.92,9,190.11,13,Safe
Vegetables,139,21.66,6,249.81,139,Moderate Risk
Dairy,11,8.41,15,411.89,11,Safe
Meat,33,21.75,23,172.93,33,Safe
Seafood,115,7.92,24,182.16,115,Moderate Risk
Dairy,86,3.01,5,385.99,86,Moderate Risk
Fruits,196,19.64,15,459.03,196,Safe
Vegetables,126,19.42,13,253.91,126,Safe
Dairy,130,7.34,15,359.73,130,Moderate Risk
Vegetables,165,15.46,16,468.45,165,Safe
Meat,159,15.64,1,336.49,159,High Risk
Seafood,155,2.99,12,373.32,155,High Risk
Fruits,97,9.62,18,159.96,97,Safe
Fruits,121,5.49,15,399.65,121,Moderate Risk
Dairy,75,14.39,2,411.98,75,High Risk
Dairy,71,5.65,5,224.62,71,Moderate Risk
Meat,36,7.11,12,263.29,36,Safe
Dairy,102,24.33,30,139.92,102,Safe
Dairy,119,13.42,10,394.08,119,Safe
Meat,147,16.39,13,416.56,147,Safe
Dairy,173,1.55,24,125.21,173,High Risk
Dairy,109,9.37,4,46.72,109,Moderate Risk
Meat,40,13.49,8,103.49,40,Safe
Seafood,114,14.79,9,470.23,114,Safe
Dairy,59,1.46,18,390.54,59,Safe
Meat,109,7.61,26,221.61,109,Moderate Risk
Fruits,8,6.53,6,282.77,8,Moderate Risk
Vegetables,98,6.88,3,338.18,98,Moderate Risk
Fruits,124,24.56,28,234.03,124,Safe
Dairy,73,8.58,29,447.32,73,Safe
Bakery,21,21.18,23,493.86,21,Safe
Bakery,14,22.53,20,425.99,14,Safe
Seafood,104,17.84,23,250.57,104,Safe
Fruits,143,12.16,26,420.64,143,Safe
Fruits,133,18.65,27,381.28,133,Safe
Meat,120,20.37,26,173.77,120,Safe
Dairy,63,11.32,4,71.34,63,Moderate Risk
Fruits,13,8.61,25,246.69,13,Safe
Bakery,60,13.05,14,128.23,60,Safe
Meat,99,20.87,5,87.86,99,Moderate Risk
Fruits,104,22.71,20,257.07,104,Safe
Seafood,143,5.65,29,486.96,143,Moderate Risk
Seafood,112,2.87,22,232.78,112,Moderate Risk
Vegetables,5,23.43,3,472.42,5,Moderate Risk
Vegetables,46,3.03,23,152.55,46,Safe
Fruits,130,18.27,28,471.22,130,Safe
Seafood,11,2.05,13,197.65,11,Safe
Vegetables,196,21.97,7,100.44,196,Safe
Vegetables,182,4.93,20,350.3,182,High Risk
Fruits,142,17.71,25,398.38,142,Safe
Meat,124,15.42,22,434.16,124,Safe
Meat,7,14.58,11,311.85,7,Safe
Dairy,65,5.57,2,150.08,65,High Risk
Dairy,84,2.88,28,175.39,84,Moderate Risk
Vegetables,31,4.73,23,406.75,31,Safe
Meat,97,8.39,6,160.24,97,Moderate Risk
Fruits,193,1.21,27,465.0,193,High Risk
Seafood,176,8.38,3,400.56,176,Moderate Risk
Vegetables,186,11.5,1,370.47,186,High Risk
Seafood,34,6.57,14,98.21,34,Safe
Dairy,195,21.99,18,453.67,195,Safe
Fruits,156,13.47,19,180.01,156,Safe
Meat,190,13.28,22,383.61,190,Safe
Dairy,84,5.17,5,401.12,84,Moderate Risk
Dairy,183,16.94,19,115.02,183,Safe
Vegetables,195,6.72,8,462.81,195,Moderate Risk
Fruits,35,3.58,8,156.6,35,Safe
Meat,157,15.41,24,296.96,157,Safe
Seafood,145,2.55,20,459.3,145,High Risk
Seafood,161,19.32,24,108.14,161,Safe
Bakery,14,24.38,2,52.1,14,High Risk
Dairy,63,2.23,3,225.91,63,Moderate Risk
Fruits,160,18.76,6,107.31,160,Moderate Risk
Bakery,111,9.82,22,44.47,111,Safe
Fruits,89,10.72,2,112.06,89,High Risk
Bakery,71,20.43,2,196.67,71,High Risk
Dairy,120,8.0,10,306.96,120,Safe
Fruits,43,8.08,25,350.87,43,Safe
Seafood,22,15.49,18,236.78,22,Safe
Seafood,116,22.92,4,371.17,116,Moderate Risk
Meat,83,1.32,19,105.92,83,Moderate Risk
Meat,29,17.63,8,283.65,29,Safe
Meat,79,23.82,13,112.14,79,Safe
Fruits,65,14.89,1,237.87,65,High Risk
Fruits,182,10.66,6,423.85,182,Moderate Risk
Bakery,63,13.91,19,297.36,63,Safe
Bakery,31,9.13,7,154.99,31,Safe
Vegetables,124,20.88,18,215.31,124,Safe
Vegetables,136,23.11,3,326.24,136,Moderate Risk
Bakery,55,24.68,3,124.59,55,Moderate Risk
Meat,46,20.9,8,39.15,46,Safe
Meat,105,22.18,29,82.42,105,Safe
Seafood,173,5.93,20,299.86,173,Moderate Risk
Seafood,165,11.56,27,436.89,165,Safe
Vegetables,140,6.43,16,288.06,140,Moderate Risk
Bakery,100,4.85,24,223.31,100,Moderate Risk
Vegetables,83,10.02,7,334.72,83,Safe
Bakery,171,5.97,15,469.17,171,Moderate Risk
Vegetables,64,4.37,6,499.7,64,Moderate Risk
Fruits,129,7.3,9,416.13,129,Moderate Risk
Fruits,32,12.21,8,208.27,32,Safe
Meat,8,11.03,13,249.81,8,Safe
Dairy,10,6.12,5,165.46,10,Moderate Risk
Dairy,115,1.61,2,428.79,115,High Risk
Vegetables,84,9.36,16,270.32,84,Safe
Fruits,107,8.66,12,472.2,107,Safe
Dairy,86,17.76,29,49.56,86,Safe
Dairy,171,8.61,26,72.28,171,Safe
Meat,54,18.48,3,389.07,54,Moderate Risk
Dairy,10,18.24,28,297.69,10,Safe
Vegetables,15,8.66,3,416.68,15,Moderate Risk
Bakery,162,17.76,15,282.91,162,Safe
Vegetables,128,16.96,9,41.06,128,Safe
Bakery,14,11.28,4,237.96,14,Moderate Risk
Seafood,48,19.29,19,152.18,48,Safe
Bakery,122,20.32,26,496.24,122,Safe
Vegetables,58,2.35,9,32.32,58,Safe
